	Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	Final Grouping	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Unnamed: 50	Unnamed: 51
1900	SRX20534965	SRR24759676	8/4/2023 8:06	8/4/2023 7:53	12171774.0	3651532200.0	12171774.0	300.0	1611.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24759/SRR24759676/SRR24759676.lite.1	Control-2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843151	SAMN35524148	simple	1773.0	Mycobacterium tuberculosis	Control-2							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	C739E2DDF67613E2CE677945A96C8B58	B530FD3FF4D74BD54310CFD57E52B48E				
1901	SRX20534966	SRR24759675	8/6/2023 16:30	8/6/2023 16:20	11231512.0	3369453600.0	11231512.0	300.0	1468.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/SRR024/24759/SRR24759675/SRR24759675.lite.1	Control-3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843150	SAMN35524149	simple	1773.0	Mycobacterium tuberculosis	Control-3							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	F7362AF88C17B5E878AB2017DB44ADD4	BE17D72BF09824E6717F87D939F4F294				
1902	SRX20534967	SRR24759674	5/30/2023 4:13	5/30/2023 4:08	10365689.0	3109706700.0	10365689.0	300.0	1357.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24759/SRR24759674/SRR24759674.lite.1	SM-1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843154	SAMN35524150	simple	1773.0	Mycobacterium tuberculosis	SM-1							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	DC453E63CA9BF438B08C911DB8DAC70E	5654F8B2E2B03A297EA36795308DF97B				
1903	SRX20534968	SRR24759673	5/30/2023 4:13	5/30/2023 4:10	10532449.0	3159734700.0	10532449.0	300.0	1388.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24759/SRR24759673/SRR24759673.lite.1	SM-2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843152	SAMN35524151	simple	1773.0	Mycobacterium tuberculosis	SM-2							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	260994F3585193BFB8D9F25E1A438720	AF18130E5E3449272148819BB186ACCC				
1904	SRX20534969	SRR24759672	5/30/2023 4:13	5/30/2023 4:10	11322302.0	3396690600.0	11322302.0	300.0	1485.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24759/SRR24759672/SRR24759672.lite.1	SM-3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843153	SAMN35524152	simple	1773.0	Mycobacterium tuberculosis	SM-3							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	87AC2187EED9DB354643F8A90B578627	6E9DC33443DF833A19531C465743CEFA				
1905	SRX20588448	SRR24823338	6/1/2024 0:58	6/5/2023 0:42	26772204.0	5354440800.0	26772204.0	200.0	1911.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24823/SRR24823338/SRR24823338.lite.1	RS08-1_H37Rv_Hisat2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5090.0	SRP441025	PRJNA979902		979902.0	SRS17889128	SAMN35580432	simple	83332.0	Mycobacterium tuberculosis H37Rv	RS08-1							no					CSIR-INSTITUTE OF MICROBIAL TECHNOLOGY	SRA1648820		public	0A10E27A5ACC77AC7F9DB086FDCFD6E9	73F9E2D3044500DF7A855E3C89F7BE90				
1906	SRX20588450	SRR24823340	6/1/2024 0:58	6/5/2023 0:41	22257168.0	4451433600.0	22257168.0	200.0	1681.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24823/SRR24823340/SRR24823340.lite.1	RS08-3_H37Rv_Hisat2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5089.0	SRP441028	PRJNA979903		979903.0	SRS17889135	SAMN35580433	simple	83332.0	Mycobacterium tuberculosis H37Rv	RS08-3							no					CSIR-INSTITUTE OF MICROBIAL TECHNOLOGY	SRA1648823		public	BD60F3E9A20633B4C986435C9DCC60E4	A9338D92C36F9AC26BDB9668276B8C04				
1907	SRX20588553	SRR24823443	6/1/2024 0:58	6/5/2023 0:54	31931168.0	6386233600.0	31931168.0	200.0	2242.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24823/SRR24823443/SRR24823443.lite.1	RSWT-1_H37Rv_Hisat2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5088.0	SRP441031	PRJNA979904		979904.0	SRS17889236	SAMN35580434	simple	83332.0	Mycobacterium tuberculosis H37Rv	RSWT-1							no					CSIR-INSTITUTE OF MICROBIAL TECHNOLOGY	SRA1648825		public	44F6AD788EAA2AAB503E1F8C7C0A00EB	70220C1E9B421EBBF26F85CE83E2C3B5				
1908	SRX20588590	SRR24823480	6/1/2024 0:58	6/5/2023 0:54	27900809.0	5580161800.0	27900809.0	200.0	2100.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24823/SRR24823480/SRR24823480.lite.1	RSWT-3_H37Rv_Hisat2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5087.0	SRP441032	PRJNA979905		979905.0	SRS17889271	SAMN35580435	simple	83332.0	Mycobacterium tuberculosis H37Rv	RSWT-3							no					CSIR-INSTITUTE OF MICROBIAL TECHNOLOGY	SRA1648827		public	DAB38B296C92ABBCC473A1F9866B69F9	D912351F069EDDE2AAA97D7592A21A00				
1909	SRX20732184	SRR24974586	11/29/2023 15:55	6/21/2023 1:36	24695683.0	7458096266.0	24695683.0	302.0	2334.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974586/SRR24974586.lite.1	GSM7498430	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5086.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023075	SAMN35813349	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498430							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	3AAABA9F2C9D6204D951656AC9938DAB	886BA9E84C08C21ABA5F227DF03C0E0C				
1910	SRX20732185	SRR24974585	11/29/2023 15:55	6/21/2023 1:37	24975937.0	7542732974.0	24975937.0	302.0	2345.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974585/SRR24974585.lite.1	GSM7498431	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5086.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023077	SAMN35813348	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498431							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	77F6B218A2785FD3DD1057F562412CF6	59B5702A4B1E930B6182F53C709D2060				
1911	SRX20732186	SRR24974584	11/29/2023 15:55	6/21/2023 1:35	25750128.0	7776538656.0	25750128.0	302.0	2430.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974584/SRR24974584.lite.1	GSM7498432	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5086.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023076	SAMN35813347	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498432							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	64DBE96BC1155F4D1847D55C32589DD9	8722C74117A06BC4C5FDF46A80FDFC11				
1912	SRX20732187	SRR24974583	11/29/2023 15:55	6/21/2023 1:38	22289540.0	6731441080.0	22289540.0	302.0	2182.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974583/SRR24974583.lite.1	GSM7498433	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5086.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023078	SAMN35813346	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498433							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	F7F0F461E2FDCA86EB7A1493E92A3530	92AA26C7F45186C3E62D07AC32A8BB66				
1913	SRX20732188	SRR24974582	11/29/2023 15:55	6/21/2023 1:38	23984033.0	7243177966.0	23984033.0	302.0	2279.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974582/SRR24974582.lite.1	GSM7498434	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5085.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023084	SAMN35813345	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498434							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	8D5F5E57483D707CCD5BDE0F6DFE7304	4E135C288D5055410C4E3670D641B469				
1914	SRX20732189	SRR24974581	11/29/2023 15:55	6/21/2023 1:36	23612480.0	7130968960.0	23612480.0	302.0	2272.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974581/SRR24974581.lite.1	GSM7498435	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5085.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023079	SAMN35813344	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498435							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	EB7EABD80CACCF67E77BEC2EF19E4558	59565C418BB20136242E2BF2742C50DD				
1915	SRX20732190	SRR24974580	11/29/2023 15:55	6/21/2023 1:38	23959644.0	7235812488.0	23959644.0	302.0	2264.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974580/SRR24974580.lite.1	GSM7498436	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5085.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023080	SAMN35813343	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498436							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	2F0155F0999A0F3B12A9836B82DDB311	EB33E1C150AB4908943A15230C7B89CF				
1916	SRX20732191	SRR24974579	11/29/2023 15:55	6/21/2023 1:38	24098603.0	7277778106.0	24098603.0	302.0	2326.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974579/SRR24974579.lite.1	GSM7498437	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5085.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023082	SAMN35813342	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498437							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	96D32FBDBF4F817B92778C9A06BB3BEF	B5FCA7BBE40407CFCEF7930A543774DF				
1917	SRX20732192	SRR24974578	11/29/2023 15:55	6/21/2023 1:37	28286538.0	8542534476.0	28286538.0	302.0	2645.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974578/SRR24974578.lite.1	GSM7498438	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5084.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023081	SAMN35813341	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498438							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	394B2D17690FA82DA8E6D4B2BB50398B	33907B3441F6D8AAC9444332A3950B63				
1918	SRX20732193	SRR24974577	11/29/2023 15:55	6/21/2023 1:37	25040735.0	7562301970.0	25040735.0	302.0	2377.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974577/SRR24974577.lite.1	GSM7498439	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5084.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023083	SAMN35813340	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498439							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	5540344A9EF0ACB46C911570A48BD488	4C591C0E72193656D7846E97626F7FDB				
1919	SRX20732194	SRR24974576	11/29/2023 15:55	6/21/2023 1:35	23710339.0	7160522378.0	23710339.0	302.0	2304.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974576/SRR24974576.lite.1	GSM7498440	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5084.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023085	SAMN35813339	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498440							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	73103ECCFA1E28AC08A86149D40C9711	E276D4967D62A22B96C6926192DD4833				
1920	SRX20732195	SRR24974575	11/29/2023 15:55	6/21/2023 1:37	26275942.0	7935334484.0	26275942.0	302.0	2485.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974575/SRR24974575.lite.1	GSM7498441	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5084.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023086	SAMN35813338	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498441							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	68C45DF4256F5F65107A2945528A80BE	7B5514DF32D8369AB5CBFD4FF599F15F				
1921	SRX20732196	SRR24974574	11/29/2023 15:55	6/21/2023 1:34	24816616.0	7494618032.0	24816616.0	302.0	2350.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974574/SRR24974574.lite.1	GSM7498442	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5083.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023087	SAMN35813337	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498442							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	9B079384549925DACC123CB8DD5D8EAD	51DB534850454AB5892F85D1050EF314				
1922	SRX20732197	SRR24974573	11/29/2023 15:55	6/21/2023 1:34	27283367.0	8239576834.0	27283367.0	302.0	2594.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974573/SRR24974573.lite.1	GSM7498443	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5083.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023088	SAMN35813336	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498443							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	37962D045BEDBBD8E5C64B767540C989	D1CDEE239357AEFFD5B3E0D52C617AFA				
1923	SRX20732198	SRR24974572	11/29/2023 15:55	6/21/2023 1:54	23611900.0	7130793800.0	23611900.0	302.0	2252.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974572/SRR24974572.lite.1	GSM7498444	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5083.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023089	SAMN35813335	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498444							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	086172B5D7197B51C75A4C7A266383C1	74AE67AF9C7FE491FDF939EFF45C8DF7				
1924	SRX20732199	SRR24974571	11/29/2023 15:55	6/21/2023 1:38	26810546.0	8096784892.0	26810546.0	302.0	2534.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR024/24974/SRR24974571/SRR24974571.lite.1	GSM7498445	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5083.0	SRP444961	PRJNA985662	3.0	985662.0	SRS18023090	SAMN35813334	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7498445							no					BIOINFORMATICS, CENTER FOR CELLULAR AND MOLECULAR BIOLOGY	SRA1659073		public	6EE6F393C5C93152D1AC01E5167AA8B3	A2E9B65EBB3312238F3693687569964F				
1925	SRX21084450	SRR25345062	5/17/2024 17:51	7/20/2023 1:24	24623984.0	7436443168.0	24623984.0	302.0	2254.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345062/SRR25345062.lite.1	GSM7653386	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5082.0	SRP450429	PRJNA996620		996620.0	SRS18353883	SAMN36630307	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653386							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	1108C701CABBE9F74FBEA52D35F77248	8EEB6701C55A582F386B22244EAB3037				
1926	SRX21084451	SRR25345061	5/17/2024 17:51	7/20/2023 1:23	22254650.0	6720904300.0	22254650.0	302.0	2028.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345061/SRR25345061.lite.1	GSM7653387	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5082.0	SRP450429	PRJNA996620		996620.0	SRS18353884	SAMN36630306	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653387							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	66406F46ABA54D5DDB98EBFB5DD32992	E5C94D22AADDD1BC00053B46D7E302BC				
1927	SRX21084452	SRR25345060	5/17/2024 17:51	7/20/2023 1:26	25372168.0	7662394736.0	25372168.0	302.0	2316.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345060/SRR25345060.lite.1	GSM7653388	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5082.0	SRP450429	PRJNA996620		996620.0	SRS18353885	SAMN36630305	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653388							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	CF1ACF52B9C6301C968D76BA25B5BD13	9BFD0C1CADC0BAE579104F158B64D6FB				
1928	SRX21084453	SRR25345059	5/17/2024 17:51	7/20/2023 1:30	26617383.0	8038449666.0	26617383.0	302.0	2435.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345059/SRR25345059.lite.1	GSM7653389	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5081.0	SRP450429	PRJNA996620		996620.0	SRS18353886	SAMN36630304	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653389							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	DA2661F18374760E79FC1F4B8B4FFF35	1E6C364641C68BAA66EE720A9FC2C86E				
1929	SRX21084454	SRR25345058	5/17/2024 17:51	7/20/2023 1:25	23401437.0	7067233974.0	23401437.0	302.0	2151.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345058/SRR25345058.lite.1	GSM7653390	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5081.0	SRP450429	PRJNA996620		996620.0	SRS18353956	SAMN36630303	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653390							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	46AE0FE60D2F5994B92297CB6FE567A8	B122F6ED764526118F164C96ECF8B6A9				
1930	SRX21084455	SRR25345057	5/17/2024 17:51	7/20/2023 1:22	27776767.0	8388583634.0	27776767.0	302.0	2525.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345057/SRR25345057.lite.1	GSM7653391	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5081.0	SRP450429	PRJNA996620		996620.0	SRS18353954	SAMN36630302	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653391							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	BEBC150E82B4D3268215F3B70EB9E493	25B44405FF97109FA9D8E2AB24BEDF72				
1931	SRX21084456	SRR25345056	5/17/2024 17:51	7/20/2023 1:22	22311633.0	6738113166.0	22311633.0	302.0	2050.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345056/SRR25345056.lite.1	GSM7653392	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5080.0	SRP450429	PRJNA996620		996620.0	SRS18353955	SAMN36630301	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653392							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	B6CC32844B2172F2FBCD92393672CEFA	F9B757AACB4B167CFB38CB99046600CB				
1932	SRX21084457	SRR25345055	5/17/2024 17:51	7/20/2023 1:25	25137925.0	7591653350.0	25137925.0	302.0	2294.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345055/SRR25345055.lite.1	GSM7653393	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5080.0	SRP450429	PRJNA996620		996620.0	SRS18353957	SAMN36630300	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653393							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	7B634A17AA52C39B0844718C210F74D1	3A0EDC5E55739F609E55F94E1CEABF45				
1933	SRX21084458	SRR25345054	5/17/2024 17:51	7/20/2023 1:20	26733986.0	8073663772.0	26733986.0	302.0	2463.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25345/SRR25345054/SRR25345054.lite.1	GSM7653394	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5080.0	SRP450429	PRJNA996620		996620.0	SRS18353958	SAMN36630299	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7653394							no					MOLECULAR BIOPHYSICS UNIT, INDIAN INSTITUTE OF SCIENCE	SRA1676085		public	869490A2BA06D048046AC0E987E4F67A	254ADD958507A3A3CE5ED04CB88E0099				
1934	SRX21146764	SRR25411074	4/29/2024 14:00	7/25/2023 6:06	23074710.0	4614942000.0	23074710.0	200.0	1653.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR025/25411/SRR25411074/SRR25411074.lite.1	TP20	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5079.0	SRP451248	PRJNA997818		997818.0	SRS18409857	SAMN36691586	simple	652616.0	Mycobacterium tuberculosis str. Erdman = ATCC 35801	TP20							no					TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE	SRA1678853		public	9009123644891F1208B45B2A3190B673	725591C3F2CED01CFE0BE6C128B1D01A				
1935	SRX21146765	SRR25411073	4/29/2024 14:00	7/25/2023 6:24	37270514.0	7454102800.0	37270514.0	200.0	2733.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR025/25411/SRR25411073/SRR25411073.lite.1	TP21	RNA-Seq	PCR	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5078.0	SRP451248	PRJNA997818		997818.0	SRS18409858	SAMN36691587	simple	652616.0	Mycobacterium tuberculosis str. Erdman = ATCC 35801	TP21							no					TRANSLATIONAL HEALTH SCIENCE AND TECHNOLOGY INSTITUTE	SRA1678853		public	A99C1BE6EC02DAEBED123D49FA923E5B	28A8F4EC0B5AF58B36CC424DC331B4E3				
